college_name,college_details_link,college_city_name,college_address,subject1,subject1_link,subject2,subject2_link,subject3,subject3_link,subject4,subject4_link,college_review_link,write_review_link,college_course_list_link,college_contact_detail_link,college_city_latitude,college_city_longitude,college_address_latitude,college_address_longitude
"SV Academy College,",https://www.collegenp.com/college/sv-academy-college-kathmandu/,Kathmandu,"Buddhanagar, Kathmandu",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/sv-academy-college-kathmandu-bachelor-of-business-studies-bbs-bbs/,Bachelor of Arts (BA),https://www.collegenp.com/course/sv-academy-college-kathmandu-bachelor-of-arts-ba-ba/,MA in Rural Development,https://www.collegenp.com/course/sv-academy-college-kathmandu-ma-in-rural-development-ma/,Ten Plus Two (+2) Management,https://www.collegenp.com/course/sv-academy-college-kathmandu-ten-plus-two-2-management-2-management/,https://www.collegenp.com/college/sv-academy-college-kathmandu/#discussion,https://www.collegenp.com/college/sv-academy-college-kathmandu/write-review/,https://www.collegenp.com/college/sv-academy-college-kathmandu/#course-list,https://www.collegenp.com/college/sv-academy-college-kathmandu/#contact-detail,27.708317,85.3205817,27.68874285,85.32853305
"Swami Kartik Secondary School,",https://www.collegenp.com/college/swami-kartik-secondary-school-bajura/,Bajura,"Wai, Bajura",Ten Plus Two Education,https://www.collegenp.com/course/swami-kartik-secondary-school-bajura-ten-plus-two-education-2-education/,,,,,,,https://www.collegenp.com/college/swami-kartik-secondary-school-bajura/#discussion,https://www.collegenp.com/college/swami-kartik-secondary-school-bajura/write-review/,https://www.collegenp.com/college/swami-kartik-secondary-school-bajura/#course-list,https://www.collegenp.com/college/swami-kartik-secondary-school-bajura/#contact-detail,48.1980765,26.5392405,29.4866224,81.7276342
"Swarnim Deukhuri Campus,",https://www.collegenp.com/college/swarnim-deukhuri-campus-dang/,Dang,"Lamahi, Dang",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/swarnim-deukhuri-campus-dang-bachelor-of-business-studies-bbs-bbs/,,,,,,,https://www.collegenp.com/college/swarnim-deukhuri-campus-dang/#discussion,https://www.collegenp.com/college/swarnim-deukhuri-campus-dang/write-review/,https://www.collegenp.com/college/swarnim-deukhuri-campus-dang/#course-list,https://www.collegenp.com/college/swarnim-deukhuri-campus-dang/#contact-detail,23.3780516,110.910308,27.8812747,82.56404987466435
"Swarnim Sagarmatha College,",https://www.collegenp.com/college/swarnim-sagarmatha-college-rupandehi/,Rupandehi,"Butwal, Rupandehi",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/swarnim-sagarmatha-college-rupandehi-bachelor-of-business-studies-bbs-bbs/,,,,,,,https://www.collegenp.com/college/swarnim-sagarmatha-college-rupandehi/#discussion,https://www.collegenp.com/college/swarnim-sagarmatha-college-rupandehi/write-review/,https://www.collegenp.com/college/swarnim-sagarmatha-college-rupandehi/#course-list,https://www.collegenp.com/college/swarnim-sagarmatha-college-rupandehi/#contact-detail,27.54877355,83.40335273463867,27.6827731,83.44386204928969
"Swastik College,",https://www.collegenp.com/college/swastik-college-bhaktapur/,Bhaktapur,"Gatthaghar, Bhaktapur",B.Sc. Computer Science and Information Technology (B.SC. CSIT),https://www.collegenp.com/course/swastik-college-bhaktapur-bsc-computer-science-and-information-technology-bsc-csit-bsc-csit/,Bachelor of Computer Application (BCA),https://www.collegenp.com/course/swastik-college-bhaktapur-bachelor-of-computer-application-bca-bca/,,,,,https://www.collegenp.com/college/swastik-college-bhaktapur/#discussion,https://www.collegenp.com/college/swastik-college-bhaktapur/write-review/,https://www.collegenp.com/college/swastik-college-bhaktapur/#course-list,https://www.collegenp.com/college/swastik-college-bhaktapur/#contact-detail,27.704332,85.452118,27.67560785,85.37284635
"Sworgadwari Multiple Campus,",https://www.collegenp.com/college/sworgadwari-multiple-campus-pyuthan/,Pyuthan,"Punyakhola, Pyuthan",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/sworgadwari-multiple-campus-pyuthan-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/sworgadwari-multiple-campus-pyuthan-bachelor-of-education-bed-bed/,Bachelor of Arts (BA),https://www.collegenp.com/course/sworgadwari-multiple-campus-pyuthan-bachelor-of-arts-ba-ba/,One Year Bachelor of Education (B.Ed.),https://www.collegenp.com/course/sworgadwari-multiple-campus-pyuthan-one-year-bachelor-of-education-bed-bed/,https://www.collegenp.com/college/sworgadwari-multiple-campus-pyuthan/#discussion,https://www.collegenp.com/college/sworgadwari-multiple-campus-pyuthan/write-review/,https://www.collegenp.com/college/sworgadwari-multiple-campus-pyuthan/#course-list,https://www.collegenp.com/college/sworgadwari-multiple-campus-pyuthan/#contact-detail,28.12780115,82.84930509054976,27.66490635,85.3293451574824
"Syangja Multiple Campus,",https://www.collegenp.com/college/syangja-multiple-campus-tanahun/,Tanahun,"Syangja Bazar, Tanahun",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/syangja-multiple-campus-tanahun-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/syangja-multiple-campus-tanahun-bachelor-of-education-bed-bed/,Ten Plus Two (+2) Management,https://www.collegenp.com/course/syangja-multiple-campus-tanahun-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Humanities,https://www.collegenp.com/course/syangja-multiple-campus-tanahun-ten-plus-two-2-humanities-2-humanities/,https://www.collegenp.com/college/syangja-multiple-campus-tanahun/#discussion,https://www.collegenp.com/college/syangja-multiple-campus-tanahun/write-review/,https://www.collegenp.com/college/syangja-multiple-campus-tanahun/#course-list,https://www.collegenp.com/college/syangja-multiple-campus-tanahun/#contact-detail,27.93550785,84.22364600336068,27.66490635,85.3293451574824
"Syangja Secondary School,",https://www.collegenp.com/college/syangja-secondary-school/,Syangja,"Putalibazar, Syangja",Ten Plus Two in Management,https://www.collegenp.com/course/syangja-secondary-school-ten-plus-two-in-management-2-management/,Ten Plus Two in Education,https://www.collegenp.com/course/syangja-secondary-school-ten-plus-two-in-education-2-education/,,,,,https://www.collegenp.com/college/syangja-secondary-school/#discussion,https://www.collegenp.com/college/syangja-secondary-school/write-review/,https://www.collegenp.com/college/syangja-secondary-school/#course-list,https://www.collegenp.com/college/syangja-secondary-school/#contact-detail,28.0445533,83.82766996387215,28.09155715,83.88412940238412
"Syangja Vocational Technical Institute,",https://www.collegenp.com/college/syangja-vocational-technical-institute-syangja/,Syangja,"Waling, Syangja",Veterinary JTA,https://www.collegenp.com/course/syangja-vocational-technical-institute-syangja-veterinary-jta-jta/,,,,,,,https://www.collegenp.com/college/syangja-vocational-technical-institute-syangja/#discussion,https://www.collegenp.com/college/syangja-vocational-technical-institute-syangja/write-review/,https://www.collegenp.com/college/syangja-vocational-technical-institute-syangja/#course-list,https://www.collegenp.com/college/syangja-vocational-technical-institute-syangja/#contact-detail,28.0445533,83.82766996387215,27.98434435,83.76852961472406
"Syarpu Multiple Campus,",https://www.collegenp.com/college/syarpu-multiple-campus-rukum/,Rukum,"Banphikot, Rukum",Bachelor of Education (B.Ed.),https://www.collegenp.com/course/syarpu-multiple-campus-rukum-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/syarpu-multiple-campus-rukum/#discussion,https://www.collegenp.com/college/syarpu-multiple-campus-rukum/write-review/,https://www.collegenp.com/college/syarpu-multiple-campus-rukum/#course-list,https://www.collegenp.com/college/syarpu-multiple-campus-rukum/#contact-detail,28.6292361,82.4527883,27.66490635,85.3293451574824
"Tamghas Technical School ,",https://www.collegenp.com/college/tamghas-technical-school-gulmi/,Gulmi,"Tamghas, Gulmi",,,,,,,,,https://www.collegenp.com/college/tamghas-technical-school-gulmi/#discussion,https://www.collegenp.com/college/tamghas-technical-school-gulmi/write-review/,https://www.collegenp.com/college/tamghas-technical-school-gulmi/#course-list,https://www.collegenp.com/college/tamghas-technical-school-gulmi/#contact-detail,28.0959731,83.32948639452299,28.068787,83.247986
"Tanahu Technical School,",https://www.collegenp.com/college/tanahu-technical-school-tanahun/,Tanahun,"Bhimad, Tanahun",Diploma in Agriculture (Plant Science),https://www.collegenp.com/course/tanahu-technical-school-tanahun-diploma-in-agriculture-plant-science-diploma-in-agriculture/,,,,,,,https://www.collegenp.com/college/tanahu-technical-school-tanahun/#discussion,https://www.collegenp.com/college/tanahu-technical-school-tanahun/write-review/,https://www.collegenp.com/college/tanahu-technical-school-tanahun/#course-list,https://www.collegenp.com/college/tanahu-technical-school-tanahun/#contact-detail,27.93550785,84.22364600336068,27.96717275,84.04780344608548
"Tangal Secondary school,",https://www.collegenp.com/college/tangal-secondary-school-kathmandu/,Kathmandu,"Tangal, Kathmandu",Ten Plus Two (+2) Management,https://www.collegenp.com/course/tangal-secondary-school-kathmandu-ten-plus-two-2-management-2-management/,,,,,,,https://www.collegenp.com/college/tangal-secondary-school-kathmandu/#discussion,https://www.collegenp.com/college/tangal-secondary-school-kathmandu/write-review/,https://www.collegenp.com/college/tangal-secondary-school-kathmandu/#course-list,https://www.collegenp.com/college/tangal-secondary-school-kathmandu/#contact-detail,27.708317,85.3205817,27.7172307,85.3304488
"Tansen Multiple Campus,",https://www.collegenp.com/college/tansen-multiple-campus-palpa/,Palpa,"Tansen, Palpa",Bachelor of Arts (BA),https://www.collegenp.com/course/tansen-multiple-campus-palpa-bachelor-of-arts-ba-ba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/tansen-multiple-campus-palpa-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/tansen-multiple-campus-palpa-bachelor-of-education-bed-bed/,Master of Education (M.Ed),https://www.collegenp.com/course/tansen-multiple-campus-palpa-master-of-education-med-med/,https://www.collegenp.com/college/tansen-multiple-campus-palpa/#discussion,https://www.collegenp.com/college/tansen-multiple-campus-palpa/write-review/,https://www.collegenp.com/college/tansen-multiple-campus-palpa/#course-list,https://www.collegenp.com/college/tansen-multiple-campus-palpa/#contact-detail,-14.3514852,-75.1707869,27.8670899,83.52894440162208
"Tansen Nursing School,",https://www.collegenp.com/college/tansen-nursing-school-palpa/,Palpa,"Tansen, Palpa",Certificate in Medical Laboratory Technology (CMLT),https://www.collegenp.com/course/tansen-nursing-school-palpa-certificate-in-medical-laboratory-technology-cmlt-cmlt/,PCL Nursing (Staff Nurse),https://www.collegenp.com/course/tansen-nursing-school-palpa-pcl-nursing-staff-nurse-staff-nurse/,,,,,https://www.collegenp.com/college/tansen-nursing-school-palpa/#discussion,https://www.collegenp.com/college/tansen-nursing-school-palpa/write-review/,https://www.collegenp.com/college/tansen-nursing-school-palpa/#course-list,https://www.collegenp.com/college/tansen-nursing-school-palpa/#contact-detail,-14.3514852,-75.1707869,27.8670899,83.52894440162208
"Tara Secondary School, Gorkha,",https://www.collegenp.com/college/tara-secondary-school-gorkha/,Gorkha,"Chhebetar, Gorkha",Ten Plus Two in Management,https://www.collegenp.com/course/tara-secondary-school-gorkha-ten-plus-two-in-management-2-management/,,,,,,,https://www.collegenp.com/college/tara-secondary-school-gorkha/#discussion,https://www.collegenp.com/college/tara-secondary-school-gorkha/write-review/,https://www.collegenp.com/college/tara-secondary-school-gorkha/#course-list,https://www.collegenp.com/college/tara-secondary-school-gorkha/#contact-detail,28.2708368,84.84075830956277,27.9843894,84.5721412
"Technical Training Centre Sindhuli,",https://www.collegenp.com/college/technical-training-centre-sindhuli-sindhuli/,Sindhuli,"Sindhulimadi, Sindhuli",,,,,,,,,https://www.collegenp.com/college/technical-training-centre-sindhuli-sindhuli/#discussion,https://www.collegenp.com/college/technical-training-centre-sindhuli-sindhuli/write-review/,https://www.collegenp.com/college/technical-training-centre-sindhuli-sindhuli/#course-list,https://www.collegenp.com/college/technical-training-centre-sindhuli-sindhuli/#contact-detail,27.18519195,86.0701393223153,27.210293,85.91233
"Tej Binayak Secondary School,",https://www.collegenp.com/college/tej-binayak-secondary-school-kathmandu/,Kathmandu,"Gothatar, Kathmandu",Ten Plus Two (+2) Management,https://www.collegenp.com/course/tej-binayak-secondary-school-kathmandu-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Humanities,https://www.collegenp.com/course/tej-binayak-secondary-school-kathmandu-ten-plus-two-2-humanities-2-humanities/,Ten Plus Two (+2) Education,https://www.collegenp.com/course/tej-binayak-secondary-school-kathmandu-ten-plus-two-2-education-2-education/,,,https://www.collegenp.com/college/tej-binayak-secondary-school-kathmandu/#discussion,https://www.collegenp.com/college/tej-binayak-secondary-school-kathmandu/write-review/,https://www.collegenp.com/college/tej-binayak-secondary-school-kathmandu/#course-list,https://www.collegenp.com/college/tej-binayak-secondary-school-kathmandu/#contact-detail,27.708317,85.3205817,27.69280645,85.37118487599957
"Terhathum multiple campus,",https://www.collegenp.com/college/terhathum-multiple-campus-terhathum/,Terhathum,"Chuhandanda, Terhathum",Bachelor of Arts (BA),https://www.collegenp.com/course/terhathum-multiple-campus-terhathum-bachelor-of-arts-ba-ba/,One year Bachelor of Education (B.Ed),https://www.collegenp.com/course/terhathum-multiple-campus-terhathum-one-year-bachelor-of-education-bed-bed/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/terhathum-multiple-campus-terhathum-bachelor-of-education-bed-bed/,MA Population Studies,https://www.collegenp.com/course/terhathum-multiple-campus-terhathum-ma-population-studies-ma/,https://www.collegenp.com/college/terhathum-multiple-campus-terhathum/#discussion,https://www.collegenp.com/college/terhathum-multiple-campus-terhathum/write-review/,https://www.collegenp.com/college/terhathum-multiple-campus-terhathum/#course-list,https://www.collegenp.com/college/terhathum-multiple-campus-terhathum/#contact-detail,27.1253125,87.4795625,27.66490635,85.3293451574824
"Texas International College,",https://www.collegenp.com/college/texas-international-college-kathmandu/,Kathmandu,"Chabahil, Kathmandu",B.Sc. Computer Science and Information Technology (B.SC. CSIT),https://www.collegenp.com/course/texas-international-college-kathmandu-bsc-computer-science-and-information-technology-bsc-csit/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/texas-international-college-kathmandu-bachelor-of-business-studies-bbs-bbs/,Bachelor of Business Administration (BBA),https://www.collegenp.com/course/texas-international-college-kathmandu-bachelor-of-business-administration-bba-bba/,Bachelor of Social Works (BSW),https://www.collegenp.com/course/texas-international-college-kathmandu-bachelor-of-social-works-bsw-bsw/,https://www.collegenp.com/college/texas-international-college-kathmandu/#discussion,https://www.collegenp.com/college/texas-international-college-kathmandu/write-review/,https://www.collegenp.com/college/texas-international-college-kathmandu/#course-list,https://www.collegenp.com/college/texas-international-college-kathmandu/#contact-detail,27.708317,85.3205817,27.7170154,85.3466126
"Thakur Ram Multiple Campus,",https://www.collegenp.com/college/thakur-ram-multiple-campus-parsa/,Parsa,"Birgunj, Parsa",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/thakur-ram-multiple-campus-parsa-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/thakur-ram-multiple-campus-parsa-bachelor-of-education-bed-bed/,Bachelor of Science (B.Sc) General,https://www.collegenp.com/course/thakur-ram-multiple-campus-parsa-bachelor-of-science-bsc-general-bsc/,MA Political Science,https://www.collegenp.com/course/thakur-ram-multiple-campus-parsa-ma-political-science-ma/,https://www.collegenp.com/college/thakur-ram-multiple-campus-parsa/#discussion,https://www.collegenp.com/college/thakur-ram-multiple-campus-parsa/write-review/,https://www.collegenp.com/college/thakur-ram-multiple-campus-parsa/#course-list,https://www.collegenp.com/college/thakur-ram-multiple-campus-parsa/#contact-detail,25.8902299,84.97347272041792,27.0135196,84.8763804
"Thalara Multiple Campus,",https://www.collegenp.com/college/thalara-multiple-campus-bajhang/,Bajhang,"Thalara, Bajhang",Bachelor of Education (B.Ed),https://www.collegenp.com/course/thalara-multiple-campus-bajhang-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/thalara-multiple-campus-bajhang/#discussion,https://www.collegenp.com/college/thalara-multiple-campus-bajhang/write-review/,https://www.collegenp.com/college/thalara-multiple-campus-bajhang/#course-list,https://www.collegenp.com/college/thalara-multiple-campus-bajhang/#contact-detail,29.72199625,81.24607266819797,29.45104215,80.99440211133269
"Thalara Secondary School,",https://www.collegenp.com/college/thalara-secondary-school-bajhang/,Bajhang,"Kotbhairab, Bajhang",Diploma in Civil Engineering,https://www.collegenp.com/course/thalara-secondary-school-bajhang-diploma-in-civil-engineering-diploma-in-engineering/,Ten Plus Two Education,https://www.collegenp.com/course/thalara-secondary-school-bajhang-ten-plus-two-education-2-education/,Ten Plus Two Management,https://www.collegenp.com/course/thalara-secondary-school-bajhang-ten-plus-two-management-2-management/,,,https://www.collegenp.com/college/thalara-secondary-school-bajhang/#discussion,https://www.collegenp.com/college/thalara-secondary-school-bajhang/write-review/,https://www.collegenp.com/college/thalara-secondary-school-bajhang/#course-list,https://www.collegenp.com/college/thalara-secondary-school-bajhang/#contact-detail,29.72199625,81.24607266819797,29.45000375,81.02604588121741
"Thames International College,",https://www.collegenp.com/college/thames-international-college-kathmandu/,Kathmandu,"Old Baneshwor, Kathmandu",Bachelor of Arts (BA),https://www.collegenp.com/course/thames-international-college-kathmandu-bachelor-of-arts-ba-ba/,Bachelor of Business Administration (BBA),https://www.collegenp.com/course/thames-international-college-kathmandu-bachelor-of-business-administration-bba-bba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/thames-international-college-kathmandu-bachelor-of-business-studies-bbs-bbs/,Bachelor of Information Management (BIM),https://www.collegenp.com/course/thames-international-college-kathmandu-bachelor-of-information-management-bim-bim/,https://www.collegenp.com/college/thames-international-college-kathmandu/#discussion,https://www.collegenp.com/college/thames-international-college-kathmandu/write-review/,https://www.collegenp.com/college/thames-international-college-kathmandu/#course-list,https://www.collegenp.com/college/thames-international-college-kathmandu/#contact-detail,27.708317,85.3205817,27.7028082,85.3410202
"Tharpu Campus,",https://www.collegenp.com/college/tharpu-campus-panchthar/,Panchthar,"Tharpu, Panchthar",Bachelor of Education (B.Ed),https://www.collegenp.com/course/tharpu-campus-panchthar-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/tharpu-campus-panchthar/#discussion,https://www.collegenp.com/college/tharpu-campus-panchthar/write-review/,https://www.collegenp.com/college/tharpu-campus-panchthar/#course-list,https://www.collegenp.com/college/tharpu-campus-panchthar/#contact-detail,27.149073100000003,87.85504793533944,27.2647739,87.8420952
"The British School,",https://www.collegenp.com/college/the-british-school-kathmandu/,Lalitpur,"Jhamsikhel, Lalitpur",GCE A level- Science,https://www.collegenp.com/course/the-british-school-kathmandu-gce-a-level-science-a-level-science/,GCE A level Non-Science,https://www.collegenp.com/course/the-british-school-kathmandu-gce-a-level-non-science-a-level-management/,,,,,https://www.collegenp.com/college/the-british-school-kathmandu/#discussion,https://www.collegenp.com/college/the-british-school-kathmandu/write-review/,https://www.collegenp.com/college/the-british-school-kathmandu/#course-list,https://www.collegenp.com/college/the-british-school-kathmandu/#contact-detail,24.70038485,78.51866758648347,27.6782496,85.3094086
"The Chandbagh School,",https://www.collegenp.com/college/the-chandbagh-school-kathmandu/,Kathmandu,"Bansbari, Kathmandu",Ten Plus Two Management,https://www.collegenp.com/course/the-chandbagh-school-kathmandu-ten-plus-two-management-2-management/,XI Commerce - CBSE,https://www.collegenp.com/course/the-chandbagh-school-kathmandu-xi-commerce-cbse-xi-commerce/,,,,,https://www.collegenp.com/college/the-chandbagh-school-kathmandu/#discussion,https://www.collegenp.com/college/the-chandbagh-school-kathmandu/write-review/,https://www.collegenp.com/college/the-chandbagh-school-kathmandu/#course-list,https://www.collegenp.com/college/the-chandbagh-school-kathmandu/#contact-detail,27.708317,85.3205817,27.7458288,85.342576
"The Himal Institute of Health and Technical Science,",https://www.collegenp.com/college/the-himal-institute-of-health-science-parsa/,Parsa,"Birgunj, Parsa",Certificate in Diagnostic Radiography,https://www.collegenp.com/course/the-himal-institute-of-health-science-parsa-certificate-in-diagnostic-radiography-certificate/,Certificate in Medical Laboratory Technology (CMLT),https://www.collegenp.com/course/the-himal-institute-of-health-science-parsa-certificate-in-medical-laboratory-technology-cmlt-cmlt/,PCL Nursing (Staff Nurse),https://www.collegenp.com/course/the-himal-institute-of-health-science-parsa-pcl-nursing-staff-nurse-staff-nurse/,PCL in General Medicine-Health Assistant (HA),https://www.collegenp.com/course/the-himal-institute-of-health-science-parsa-pcl-in-general-medicine-health-assistant-ha-ha/,https://www.collegenp.com/college/the-himal-institute-of-health-science-parsa/#discussion,https://www.collegenp.com/college/the-himal-institute-of-health-science-parsa/write-review/,https://www.collegenp.com/college/the-himal-institute-of-health-science-parsa/#course-list,https://www.collegenp.com/college/the-himal-institute-of-health-science-parsa/#contact-detail,25.8902299,84.97347272041792,27.0135196,84.8763804
"The Old Capital Secondary School,",https://www.collegenp.com/college/the-old-capital-secondary-school/,Gorkha,"Raniban, Gorkha",Ten Plus Two in Management,https://www.collegenp.com/course/the-old-capital-secondary-school-ten-plus-two-in-management-2-management/,,,,,,,https://www.collegenp.com/college/the-old-capital-secondary-school/#discussion,https://www.collegenp.com/college/the-old-capital-secondary-school/write-review/,https://www.collegenp.com/college/the-old-capital-secondary-school/#course-list,https://www.collegenp.com/college/the-old-capital-secondary-school/#contact-detail,28.2708368,84.84075830956277,27.66490635,85.3293451574824
"The Times International College,",https://www.collegenp.com/college/the-times-international-college-kathmandu/,Kathmandu,"Dillibazar, Kathmandu",Bachelor of Arts (BA),https://www.collegenp.com/course/the-times-international-college-kathmandu-bachelor-of-arts-ba-ba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/the-times-international-college-kathmandu-bachelor-of-business-studies-bbs-bbs/,Bachelor of Social Works (BSW),https://www.collegenp.com/course/the-times-international-college-kathmandu-bachelor-of-social-works-bsw-bsw/,Master of Business Studies (MBS),https://www.collegenp.com/course/the-times-international-college-kathmandu-master-of-business-studies-mbs-mbs/,https://www.collegenp.com/college/the-times-international-college-kathmandu/#discussion,https://www.collegenp.com/college/the-times-international-college-kathmandu/write-review/,https://www.collegenp.com/college/the-times-international-college-kathmandu/#course-list,https://www.collegenp.com/college/the-times-international-college-kathmandu/#contact-detail,27.708317,85.3205817,27.7054629,85.3275306
"Thokarpa Samudayik Multiple Campus,",https://www.collegenp.com/college/thokarpa-samudayik-multiple-campus-sindhupalchok/,Sindhupalchok,"Thokarpa , Sindhupalchok",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/thokarpa-samudayik-multiple-campus-sindhupalchok-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/thokarpa-samudayik-multiple-campus-sindhupalchok-bachelor-of-education-bed-bed/,,,,,https://www.collegenp.com/college/thokarpa-samudayik-multiple-campus-sindhupalchok/#discussion,https://www.collegenp.com/college/thokarpa-samudayik-multiple-campus-sindhupalchok/write-review/,https://www.collegenp.com/college/thokarpa-samudayik-multiple-campus-sindhupalchok/#course-list,https://www.collegenp.com/college/thokarpa-samudayik-multiple-campus-sindhupalchok/#contact-detail,27.9059127,85.75630550966932,27.6856441,85.7839355359443
"Tikapur Multiple Campus,",https://www.collegenp.com/college/tikapur-multiple-campus-kailali/,Kailali,"Tikapur, Kailali",Bachelor of Arts (BA),https://www.collegenp.com/course/tikapur-multiple-campus-kailali-bachelor-of-arts-ba-ba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/tikapur-multiple-campus-kailali-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/tikapur-multiple-campus-kailali-bachelor-of-education-bed-bed/,One Year Bachelor of Education (B.Ed.),https://www.collegenp.com/course/tikapur-multiple-campus-kailali-one-year-bachelor-of-education-bed-bed/,https://www.collegenp.com/college/tikapur-multiple-campus-kailali/#discussion,https://www.collegenp.com/college/tikapur-multiple-campus-kailali/write-review/,https://www.collegenp.com/college/tikapur-multiple-campus-kailali/#course-list,https://www.collegenp.com/college/tikapur-multiple-campus-kailali/#contact-detail,28.73152495,80.9036982731563,28.4741434,81.08106217587112
"Tikapur Nursing Campus,",https://www.collegenp.com/college/tikapur-nursing-campus-kailali/,Kailali,"Tikapur, Kailali",PCL Nursing (Staff Nurse),https://www.collegenp.com/course/tikapur-nursing-campus-kailali-pcl-nursing-staff-nurse-staff-nurse/,,,,,,,https://www.collegenp.com/college/tikapur-nursing-campus-kailali/#discussion,https://www.collegenp.com/college/tikapur-nursing-campus-kailali/write-review/,https://www.collegenp.com/college/tikapur-nursing-campus-kailali/#course-list,https://www.collegenp.com/college/tikapur-nursing-campus-kailali/#contact-detail,28.73152495,80.9036982731563,28.4741434,81.08106217587112
"Tikapur Polytechnic Institute,",https://www.collegenp.com/college/tikapur-polytechnic-institute-kailali/,Kailali,"Tikapur, Kailali",Diploma in Agriculture (Plant Science),https://www.collegenp.com/course/tikapur-polytechnic-institute-kailali-diploma-in-agriculture-plant-science-diploma-in-agriculture/,Diploma in Agriculture (Veterinary Science),https://www.collegenp.com/course/tikapur-polytechnic-institute-kailali-diploma-in-agriculture-veterinary-science-diploma-in-agricul/,Diploma in Civil Engineering,https://www.collegenp.com/course/tikapur-polytechnic-institute-kailali-diploma-in-civil-engineering-diploma-in-engineering/,,,https://www.collegenp.com/college/tikapur-polytechnic-institute-kailali/#discussion,https://www.collegenp.com/college/tikapur-polytechnic-institute-kailali/write-review/,https://www.collegenp.com/college/tikapur-polytechnic-institute-kailali/#course-list,https://www.collegenp.com/college/tikapur-polytechnic-institute-kailali/#contact-detail,28.73152495,80.9036982731563,28.4741434,81.08106217587112
"Times Business School,",https://www.collegenp.com/college/times-business-school-kathmandu/,Kathmandu,"Putalisadak, Kathmandu",Bachelor of Business Administration (BBA),https://www.collegenp.com/course/times-business-school-kathmandu-bachelor-of-business-administration-bba-bba/,,,,,,,https://www.collegenp.com/college/times-business-school-kathmandu/#discussion,https://www.collegenp.com/college/times-business-school-kathmandu/write-review/,https://www.collegenp.com/college/times-business-school-kathmandu/#course-list,https://www.collegenp.com/college/times-business-school-kathmandu/#contact-detail,27.708317,85.3205817,27.7040308,85.3223973
"Tinau Technical College,",https://www.collegenp.com/college/tinau-technical-college-rupandehi/,Rupandehi,"Butwal, Rupandehi",B.Sc. Computer Science and Information Technology (B.SC. CSIT),https://www.collegenp.com/course/tinau-technical-college-rupandehi-bsc-computer-science-and-information-technology-bsc-csit-bsc/,Bachelor of Computer Application (BCA),https://www.collegenp.com/course/tinau-technical-college-rupandehi-bachelor-of-computer-application-bca-bca/,Bachelor of Information Management (BIM),https://www.collegenp.com/course/tinau-technical-college-rupandehi-bachelor-of-information-management-bim-bim/,Bachelor of Computer Application (BCA),https://www.collegenp.com/course/tinau-technical-college-rupandehi-bachelor-of-computer-application-bca-bca/,https://www.collegenp.com/college/tinau-technical-college-rupandehi/#discussion,https://www.collegenp.com/college/tinau-technical-college-rupandehi/write-review/,https://www.collegenp.com/college/tinau-technical-college-rupandehi/#course-list,https://www.collegenp.com/college/tinau-technical-college-rupandehi/#contact-detail,27.54877355,83.40335273463867,27.6827731,83.44386204928969
"Tiny Tots secondary school,",https://www.collegenp.com/college/tiny-tots-secondary-school-dang/,Dang,"Lamahi, Dang",Ten Plus Two in Management,https://www.collegenp.com/course/tiny-tots-secondary-school-dang-ten-plus-two-in-management-2-management/,Ten Plus Two in Science,https://www.collegenp.com/course/tiny-tots-secondary-school-dang-ten-plus-two-in-science-2-science/,,,,,https://www.collegenp.com/college/tiny-tots-secondary-school-dang/#discussion,https://www.collegenp.com/college/tiny-tots-secondary-school-dang/write-review/,https://www.collegenp.com/college/tiny-tots-secondary-school-dang/#course-list,https://www.collegenp.com/college/tiny-tots-secondary-school-dang/#contact-detail,23.3780516,110.910308,27.8812747,82.56404987466435
